NN	lex_rus	lang	class	lex_nd	erg	gen	dat	PL	first_cons	first_vowel	lex_rus_sem	compound	semantics_KK	semantics_KK_detailed	comm
1	golova	and	4	mijar	-u-di			-du-l	m				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	cham	4	un	-a/-u-d			-a-be		u			telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	chamg	4	uni	un-i/a-di			un-ib		u			telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	inh	4	q'1em		-ɨ-s		-bo	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsez	4	q'1im		q'1em-e-s		-bi	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	gin	4	q'imu		-s			q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	bezht	4	q'äm		-i-š		-lä	q'				telo (cheloveka, zhivotnogo)	golova i sheja	ʟ v nizhnem registre
1	golova	bezhh	4	q'äm		-i-s		-ä	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	gunz	4	q'em		-i-s		-a	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	lak	3	bak'		-ra-l		-ru	b				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	arch	4	kart'i	-li			-tːu	k		muzhchiny		telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	arch	4	o1nt	-li			-or		o1	zhenschiny i zhivotnogo		telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	rutl	3	huq'ul	huq'l-i-r			-bɨr	h				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	rutl	3	kalle	kalli-ji-r			-bɨr	k		krupnogo rogatogo skota		telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsah	3	wuk'uly			wuk'l-e-s		w				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsah	3	kalle					k		zhivotnogo		telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsahg	3	wuq'uly					w				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsahg	3	kalle					k		zhivotnogo		telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsahts	3	wuk'ul					w				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	tsahts	4	kalle					k		zhivotnogo		telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	kryz	3	q'ɨl		q'äl-i		q'äl-im	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	bud	3	q'ɨl			-ɨ-z	-ɨmbe-r	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	hin	4	kalla	kall-i			-d	k				telo (cheloveka, zhivotnogo)	golova i sheja	
1	golova	hin	3	mik'ir	mɨk'y-i			mɨk'-ɨ-z	m				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	and	4	honno	-llo-di			-l // honn-obi-l	h				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	cham	4	haʟ'a	-d			-be	h				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	chamg	4	haʟ'a	-di			haʟ'-ib	h				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	inh	3	ʟ'oq'1o	-s			-bo	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	bezht	4	mät'ä		-š		-rö	m				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	bezhh	4	mat'a		-s		-ro	m				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	gunz	4	mat'a		-li-s		-r	m				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	tsez	3	ʟ'oq'1o		-s		-bi	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	gin	3	ʟ'oq'o		-s			ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	lak	3	ni1tːa-bak'					n		|ploskaja golova|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	arch	4	nodo	-li			-tːu	n				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	rutl	4	bel	-i-r			-bɨr	b				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	tsah	3	liǧa			-j-ɨ-s // liǧaː-s		l				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	tsahg	3	liga					l				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	tsahts	3	liga					l				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	kryz	4	bel		-lä		-im	b				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	bud	4	bejin			-ǯi-z	bejim-be-r	b				telo (cheloveka, zhivotnogo)	golova i sheja	
2	lob	hin	4	q'ašq'alɨʁ	-i			-ɨrdɨr	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	and	5	hark'u	-llo-di			-obi-l	h				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	cham	3	hač'a	hač'-i-d			-be	h				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	chamg	3	haj	haj-di // ha-du-di			ha-bi	h				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	inh	3	ezol		ezal-a-s		ezal-a-ba		e			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	bezht	4	ʜäre		ʜä-š		-dä	ʜ				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	bezhh	4	häre		hä-š // häre-li-s		-da	h				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	gunz	4	hare		ha-s		har-ur	h				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	tsez	4	oziri // oziru		oziri-s // oz-e-s		ozir-a-bi		o			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	gin	4	ižej		iže-ra-s				i			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	lak	3	ja		-ni-l		-ru	j				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	arch	3	lur	lul-li // lur-čaj			-um	l				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	rutl	3	ul	-i-r			-abɨr		u			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	tsah	3	uly		-e-n		-opːɨ // -epːɨ		u			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	tsahg	3	uly						u			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	tsahts	3	uly						u			telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	kryz	3	ʕül		-i		-im	ʕ				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	bud	3	ʕül			-ü-z	-ümbe-r	ʕ				telo (cheloveka, zhivotnogo)	golova i sheja	
3	glaz	hin	3	pil	pt-i			pt-or // pt-ordur	p				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	and	5	nidu	-llo-di			nid-obi-l	n				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	cham	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	chamg	4	haduʟ čaj					h		|glaza volos|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	inh	4	ezas kõ						e	|glaza volos|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	bezht	4	c'ic'		-li-s		-la	c'		=brov'		telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	bezhh	4	c'ic'		-la-s		-bo	c'				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	gunz	4	c'ɨc'		-li-s		-la	c'		=brov'		telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	tsez	4	c'ec'		-mo-s		-re-bi	c'		=brov'		telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	gin	4	c'ec'		-ra-s			c'		=brov'		telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	lak	NA	NA									telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	arch	4	lullin cal					l		|glaza krylo|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	rutl	4	ʁ1ɨbri	-je-r			-bɨr	ʁ				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	tsah	3	kilypiky			-ɨ-s	-bɨ	k				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	tsahg	3	kirpiky					k				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	tsahts	4	kirpiky					k				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	kryz	4	c'äp' // c'äp		c'äp'-il		c'äp'-ri	c'				telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	bud	4	ʕüla kirpig			-ǯi-z	-er	ʕ			1	telo (cheloveka, zhivotnogo)	golova i sheja	
4	resnitsa	hin	3	ninig	-i			-indir	n				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	and	5	lensːib	-u-di			-o-l	l				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	cham	3	ʟ'esːal	-d			-di	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	chamg	5	ʟ'esːan	a-di			-nu	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	inh	4	esser		-a-s		-a-ba		e			telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	bezht	4	c'ic'					c'				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	bezhh	4	häq'wä		-š // -li-s		-rö	h				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	gunz	4	c'ɨc'		-li-s		-la	c'				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	tsez	4	c'ec'		-mo-s		-re-bi	c'				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	gin	4	c'ec'		-ra-s			c'				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	lak	4	itːa-c'ani		itːa-c'an-tːu-l		itːa-c'an-tːu		i	|glasnitsa + c'ani|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	arch	4	darc'ːan	-ni			darc'ːam-mul	d				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	rutl	4	ɢač	-ilɨ-r			-bɨr	ɢ				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	tsah	3	ɢaš			-ɨ-s	-bɨ	ɢ				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	tsahg	3	ɢaš					ɢ				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	tsahts	3	ɢaš					ɢ				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	kryz	4	ʕülc'äm		-ǯi		-är	ʕ				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	bud	4	ɢaš			-ɨnɨ-z	-ri	ɢ				telo (cheloveka, zhivotnogo)	golova i sheja	
5	brov'	hin	3	k'ɨǧ	k'ɨǧy-i			-ɨrdɨr	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	and	5	hant'ik'a	hant'ik'-u-di			hant'ik'-obi-l	h				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	cham	4	anna	-d			-be		a			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	chamg	4	hanč'a	-di			hanč'-ib	h				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	inh	4	ã1ha		-s		-ba		ã1			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	bezht	4	ä̃ʁä		-lä-š		-rö		ä̃			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	bezhh	4	äʁä		-(lä)-š // -li-s		-rö		ä			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	gunz	4	ãʁa		-la-s		-r		ã			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	tsez	4	aʜja		-s		-bi		a			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	gin	4	aχχa		-s				a			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	lak	4	wič'i		-lu-l		wič'i	w				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	arch	4	oj	-li			-om		o			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	rutl	4	ubur	ubr-u-r			ubr-abɨr		u			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	tsah	4	k'ɨrɨ			-j-i-s // k'ɨr-iː-s	-bɨ	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	tsahg	4	k'ɨrɨ // k'ɨre					k'				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	tsahts	4	k'ɨrɨ					k'				telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	kryz	4	ibɨr		-ä		ibr-im		i			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	bud	4	ibir			ibr-i-z	ibr-ime-r		i			telo (cheloveka, zhivotnogo)	golova i sheja	
6	uho	hin	3	t'op	t'up-i			t'up-o-mzɨr	t'				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	and	4	riži	-llo-di			riž-obdu-l	r				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	cham	3	baj	-d			-be	b				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	chamg	3	χunχu	-di			χunχ-abi	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	inh	4	χ1uχ1		-u-s		-bo	χ				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	bezht	3	mot'o		-li-s		-ra // -rol	m				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	bezhh	3	mot'o		-s		-ra	m				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	gunz	3	mot'o		-li-s		-wa	m				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	tsez	4	ʜuʜ		-re-s		-bi	ʜ				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	gin	4	χuχ		-a-s			χ				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	lak	4	lažin		-dara-l		-tru	l				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	arch	4	ma1mərči	-li			-tːu	m				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	rutl	4	xesɨm	-a-r			-bɨr	x				telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	tsah	4	aq'ʷa			aq'ʷaː-s	-bɨ		a			telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	tsahg	4	aq'ʷa						a			telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	tsahts	3	aq'ʷa						a			telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	kryz	3	iǯin		-ä		-bi		i			telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	bud	3	iǯin			-i-z	iǯim-be-r		i			telo (cheloveka, zhivotnogo)	golova i sheja	
7	litso	hin	3	iǯi	iž-i			iž-a-bɨr		i			telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	and	5	gʷorzu	-llo-di			gʷorz-obi-l	gʷ				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	cham	5	č'elʷ	č'el-u-d			-a-be	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	chamg	5	č'ilu	-di			č'il-abi	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	inh	4	χ1uχ1		-u-s		-bo	χ		=litso		telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	bezht	3	gugaro		-li-s // gugar-a-s		-wa	g		vypuklost' scheki		telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	bezhh	3	gogaro		gogar-a-s		gogar-a-ro	g				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	gunz	3	gogor		-a-s		-a	g				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	tsez	4	ʜuʜ		-re-s		-bi	ʜ		=litso		telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	gin	4	χuχ		-a-s			χ		=litso		telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	lak	4	č'aw		-ra-l		-rdu	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	arch	4	eχ1	eχː1-i			eχː1-ut		e			telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	rutl	3	dan	-a-r			dam-bɨr	d				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	tsah	3	dan			-ɨ-s	dam-mɨ	d				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	tsahg	3	dan					d				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	tsahts	3	dan					d				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	kryz	3	k'ʷat'in		-ä		k'ʷat'im-bi	k'ʷ				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	bud	3	k'ut'un			-u-z	k'ut'um-be-r	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
8	scheka	hin	3	t'uk'un	-i			-dur	t'				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	and	5	mahar	-u-di			-du-l	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	cham	3	maj	-d			-be	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	chamg	3	mara	-di			-mar-ib	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	inh	3	ma1ne		-s		-bo	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	bezht	3	märö		mär-ä-š		-dä	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	bezhh	3	märö		mär-ä-š		-dä	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	gunz	3	maru		mar-a-s		-wa	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	tsez	3	ma1li		-s		-bi	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	gin	3	malu		-s			m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	lak	3	maj		-ra-l		-rdu	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	arch	3	muč	-li			muš-q'1ul	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	rutl	3	xexy	-i-r			-bɨr	x				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	tsah	4	quš			-e-s	-bɨ	q				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	tsahg	3	qow					q				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	tsahts	4	quš					q				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	kryz	3	miʔěl		-ä		-bi	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	bud	3	meʔel			-i-z	-be-r	m				telo (cheloveka, zhivotnogo)	golova i sheja	
9	nos	hin	3	k'ɨtɨr	-i			-dɨr	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	and	5	mahar	-u-di			-du-l	m		=nos		telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	cham	3	maj	-d			-be	m		=nos		telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	chamg	3	q'ama	-di			q'am-ib // q'am-i	q'		=petushinyj greben'		telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	inh	5	ma1ʟ'u		-s		-bo	m				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	bezht	3	möʟ'ö		-dä-š // möʟ'-i-š		-dä	m				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	bezhh	3	möʟ'ö		-li-s		-rä	m				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	gunz	3	moʟ'o		moʟ'-a-s		-wa	m				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	tsez	3	bu1ʟ'i		-s		-bi	b				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	gin	2	miʟ'u		-s			m				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	lak	3	qː1ipːi		qː1ipː-u-l		qː1ip-ri // qː1ip-ru	qː				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	arch	3	muč	-li			muš-q'1ul	m		=nos		telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	rutl	4	k'uxy	-i-r			-bɨr	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	tsah	4	k'uxy			-e-s	-eː-r	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	tsahg	3	bok'					b		=guba		telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	tsahts	4	k'uxy					k'				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	kryz	3	dindiʁ		-ǯi		-är	d				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	bud	3	dindiʁ			-ǯi-z	-er	d				telo (cheloveka, zhivotnogo)	golova i sheja	
10	kljuv	hin	3	dindiʁ	-i			-indir	d				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	and	5	k'ol	-lo-di			-ibo-l	k'				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	cham	4	el-mis'						e	|el+jazyk|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	chamg	4	el-mic'i						e	|vneshnjaja storona rta (eli) + jazyk|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	inh	5	ma1ʟ'u					m		vneshnjaja chast' = kljuv, guba		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	inh	4	zɨze		-s		NA	z		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	bezht	5	šik'ö		šik'-ä-š		-rä	š				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	bezhh	5	sik'o		-(li)-s		-ra // -da	s				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	gunz	5	šik'u		šik'-a-s		-wa	š		vneshnjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	gunz	5	qašu		qaš-a-s		-wa	q		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	tsez	4	hut'		-re-s		-bi	h		vneshnjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	tsez	2	haqu || haqa		haqu-s		haqu-bi	h		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	gin	3	hut'		-e-s			h		vneshnjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	gin	4	haqu		haqa-s			h		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	lak	3	q'ac'		-li-l		-ru	q'		vneshnjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	lak	3	zumalu		-ldi-l		NA	z		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	arch	4	sːob	-li			-ot	sː				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	rutl	4	ǧal	-i-r			-bɨr	ǧ				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	tsah	4	ǧaly			-ɨ-s	-bɨ	ǧ				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	tsahg	4	ǧaly					ǧ		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	tsahts	4	ǧaly					ǧ		vnutrennjaja chast'		telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	kryz	4	siv		-i		-ri	sː				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	bud	4	siv			-i-z	-ri	sː				telo (cheloveka, zhivotnogo)	golova i sheja	
11	rot	hin	3	aʁzɨ	aʁz-i			-d		a			telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	and	5	sim	-o-di			-mu-l	s				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	cham	5	kočul	-(a)-d			-di	k				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	chamg	5	kučul	-a-di			kuč-abi // kuču-dir	k				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	inh	5	ma1ʟ'u					m		=kljuv, rot		telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	bezht	3	poro		-li-s		-da	p		guby i chast' litsa vokrug gub		telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	bezhh	3	poro		-li-s // -da-s		-da	p				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	gunz	3	poro		-li-s		-wa	p				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	tsez	2	ʟ'epu		-s		ʟ'ep-ja-bi	ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	gin	2	ʟ'epu		ʟ'ep-a-s			ʟ'				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	lak	4	murčːʷi		murčːʷ-u-l		murčːʷ-iː	m				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	arch	3	k'ʷet'	-li			-q'ul // -ur	k'ʷ				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	rutl	4	p'ɨz	-ɨ-r			-bɨr	p'				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	tsah	4	pɨšnyɨ			-j-ɨ-s // pɨšn-iː-s	-bɨ	p				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	tsahg	4	p'ɨz					p'				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	tsahg	3	bok'					b		guby i chast' litsa vokrug gub		telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	tsahts	4	pɨšnyɨ || pušnyɨ					p				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	kryz	4	pěk'		-il		-rim	p				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	bud	4	pək'			-ɨlɨ-z	-ri	p				telo (cheloveka, zhivotnogo)	golova i sheja	
12	guba	hin	3	t'al		t'aly-i		-dɨr	t'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	and	4	žuna	-llo-di			žun-ibo-l	ž				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	cham	5	mizat'ʷ	mizat'-u-d			-be	m		=boroda		telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	chamg	3	kučaʟi	-di			kučaʟ-ib	k				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	inh	5	č'eč'en		-a-s		-a-ba	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	bezht	4	č'ič'inä		-(li)-š		-rö	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	bezhh	4	c'ic'ina		-(li)-s		-ro	c'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	gunz	4	kocor		-a-s		-a	k				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	tsez	2	č'ič'in		-o-s		-a-bi	č'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	gin	4	č'ič'inu		-s			č'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	lak	3	lultːumak'		-ra-l		-ru	l		< lultːu bak' snizu golova	1	telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	arch	3	ʟ'ir-gʷarči					ʟ'		|vnizu zhelob|	1	telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	rutl	4	q'ac'	-ɨlɨ-r			-bɨr	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	tsah	4	q'ac'			-ɨ-s	-bɨ	q'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	tsahg	4	q'ac'					q'				telo (cheloveka, zhivotnogo)	golova i sheja	
13	podborodok	tsahts	4	q'ac'					q'				telo (cheloveka, zhivotnogo)	golova i sheja	
